license_number,entity_name,telephone_number,shl_endorsed,building,street,city,state,postcode,type_of_base,latitude,longitude,date,time,location
B03209,PARAMOUNT TRANSPORT INC.,7184752191,No,729,BURKE AVENUE  SUITE #B,BRONX,NY,10467,BLACK CAR BASE,40.8716488,-73.8656205,12/04/2023,18:00:12,"(40.8716488, -73.8656205)"
B03154,AGAPE LIMO CORP.,7187073141,No,560,SOUTHERN BOULEVARD,BRONX,NY,10455,LIVERY BASE,40.8122852,-73.903059,12/04/2023,18:00:12,"(40.8122852, -73.903059)"
B01553,CITY LINE CAR SERVICE INC,7188485555,No,80-06,101 AVENUE,OZONE PARK,NY,11416,LIVERY BASE,40.680573,-73.858435,12/04/2023,18:00:12,"(40.680573, -73.858435)"
B00001,LONDON TOWNCARS INC,2129889700,No,40-14,23 STREET,L.I.C,NY,11101,LUXURY/LIMOUSINE,40.754052,-73.940055,12/04/2023,18:00:12,"(40.754052, -73.940055)"
B03458,WAVE LUXURY CORP,9144139364,No,34-18,NORTHERN BOULEVARD  SUITE 45,L.I.C.,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,12/04/2023,18:00:12,"(40.7517583, -73.929177)"
B02931,NEW TECHNOLOGY TRANSPORTATION INC.,9179332001,No,69,FEATHERBED LANE,BRONX,NY,10452,BLACK CAR BASE,40.846629,-73.917362,12/04/2023,18:00:12,"(40.846629, -73.917362)"
B02401,NORTHSIDE BK LLC,7189634444,No,207,BEDFORD AVENUE,BROOKLYN,NY,11211,BLACK CAR BASE,40.716862,-73.958563,12/04/2023,18:00:12,"(40.716862, -73.958563)"
B03047,"STS LUXURY, INC",7186844444,No,912,SOUNDVIEW AVENUE  SUITE 6,BRONX,NY,10473,BLACK CAR BASE,40.8234499,-73.8678681,12/04/2023,18:00:12,"(40.8234499, -73.8678681)"
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",7183658888,No,2383,WASHINGTON AVENUE,BRONX,NY,10458,LIVERY BASE,40.856193,-73.889072,12/04/2023,18:00:12,"(40.856193, -73.889072)"
B02462,TIFFANY'S CAR SERVICE INC.,7189617070,No,13-26,133 PLACE,COLLEGE POINT,NY,11356,LIVERY BASE,40.766346,-73.833181,12/04/2023,18:00:12,"(40.766346, -73.833181)"
B03463,APOYO TRANSPORTATION LLC,3479475455,No,3148,EAST TREMONT AVENUE  STE 1,BRONX,NY,10461,BLACK CAR BASE,40.8375914,-73.8347309,12/04/2023,18:00:12,"(40.8375914, -73.8347309)"
B01051,B Q N C/S CORP,7183281111,No,1104,GARRISON AVENUE,BRONX,NY,10474,LIVERY BASE,40.819497,-73.88907,12/04/2023,18:00:12,"(40.819497, -73.88907)"
B02840,RAELEEN CAR CORP.,7189753200,No,565,VAN NEST AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.755734,-73.93795,12/04/2023,18:00:12,"(40.755734, -73.93795)"
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,7187888888,No,689,SENECA AVENUE,RIDGEWOOD,NY,11385,BLACK CAR BASE,40.7030448,-73.9076397,12/04/2023,18:00:12,"(40.7030448, -73.9076397)"
B01984,NY 88 EXPRESS CORP.,7182388822,No,6506,11 AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.628543,-74.006362,12/04/2023,18:00:12,"(40.628543, -74.006362)"
B03520,A B O LUXURY CAR CORP,7185775565,No,1560,MAYFLOWER AVENUE,BRONX,NY,10461,BLACK CAR BASE,40.84246,-73.8344491,12/04/2023,18:00:12,"(40.84246, -73.8344491)"
B03124,MARR LIMO LLC,3477442474,No,177,WHITE PLAINS RD  77A,TARRYTOWN,NY,10591,LUXURY/LIMOUSINE,41.0652484,-73.8530039,12/04/2023,18:00:12,"(41.0652484, -73.8530039)"
B03372,RIDE CURRENT LLC,3472905042,No,551-555,W 235TH STREET SUITE 2,BRONX,NY,10463,BLACK CAR BASE,40.8857378,-73.9093918,12/04/2023,18:00:12,"(40.8857378, -73.9093918)"
B02917,C & A BLACK CAR CORP.,7184052222,No,3106,WEBSTER AVENUE,BRONX,NY,10467,BLACK CAR BASE,40.871095,-73.876751,12/04/2023,18:00:12,"(40.871095, -73.876751)"
B02410,"POLO LIMOUSINE, CORP.",2122060029,No,325,EAST   88 STREET,NEW YORK,NY,10128,LUXURY/LIMOUSINE,40.778792,-73.949371,12/04/2023,18:00:12,"(40.778792, -73.949371)"
B03157,CAPRICE CAR SERVICE CORP.,7184249300,No,54 - 04,ROOSEVELT AVENUE,WOODSIDE,NY,11377,BLACK CAR BASE,40.7446671,-73.9103946,12/04/2023,18:00:12,"(40.7446671, -73.9103946)"
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",7184386262,No,4409,5TH AUENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.64816,-74.00679,12/04/2023,18:00:12,"(40.64816, -74.00679)"
B90579,MASSIVE TRANSPORTATION INC,9146643124,No,145,BROOKSIDE AVENUE,MOUNT VERNON,NY,10553,PARATRANSIT BASE,40.910101,-73.816897,12/04/2023,18:00:12,"(40.910101, -73.816897)"
B03108,NEW ADAM LUXURY CORP.,3477011051,No,565,4 AVENUE,BROOKLYN,NY,11215,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",2126298833,No,718,3 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.756839,-73.999141,12/04/2023,18:00:12,"(40.756839, -73.999141)"
B01846,ROMANTIQUE LIMOUSINE INC.,7182327273,No,1421,86 STREET,BROOKLYN,NY,11228,LUXURY/LIMOUSINE,40.612483,-74.010847,12/04/2023,18:00:12,"(40.612483, -74.010847)"
B01492,MOBILE #1 CAR SERVICE INC.,7183838300,No,361,UNION AVENUE,BROOKLYN,NY,11211,LIVERY BASE,40.711192,-73.951373,12/04/2023,18:00:12,"(40.711192, -73.951373)"
B03390,READY GO USA INC,2124481088,No,5030,BROADWAY  SUIT 642,NEW YORK,NY,10034,BLACK CAR BASE,40.8688818,-73.9169154,12/04/2023,18:00:12,"(40.8688818, -73.9169154)"
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,7184934307,No,5924,GLENWOOD ROAD,BROOKLYN,NY,11234,LIVERY BASE,40.675021,-73.93308,12/04/2023,18:00:12,"(40.675021, -73.93308)"
B03298,MI BELLA PUEBLA EXPRESS INC.,7184587373,No,69-35,51 AVENUE,WOODSIDE,NY,11377,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,7187987802,No,3443,BAYCHESTER AVENUE,BRONX,NY,10469,LIVERY BASE,40.880322,-73.83821,12/04/2023,18:00:12,"(40.880322, -73.83821)"
B02334,"GROUND TRAVEL SERVICES II, LTD.",7183666856,No,11-11,44TH DR. FLOOR 2  SUITE H,LONGISLAND CITY,NY,11101,BLACK CAR BASE,40.703281,-73.892304,12/04/2023,18:00:12,"(40.703281, -73.892304)"
B02093,V.J. CAR & LIMO SVC INC.,7186417777,No,104-08,123RD STREET,RICHMOND HILL,NY,11419,LIVERY BASE,40.691906,-73.82342,12/04/2023,18:00:12,"(40.691906, -73.82342)"
B02569,LAPUMA GO GREEN LLC,2123642000,No,33-24,NORTHERN BOULEVARD  5TH FLOOR,LONG ISLAND CIT,NY,11101,LIVERY BASE,40.751777,-73.930235,12/04/2023,18:00:12,"(40.751777, -73.930235)"
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,7188212121,Yes,586,SENECA AVENUE,RIDGEWOOD,NY,11385,BLACK CAR BASE,40.773186,-73.03862,12/04/2023,18:00:12,"(40.773186, -73.03862)"
B03100,MORELOS CAR SERVICE INC.,7188378200,No,1810,WEST    6 STREET,BROOKLYN,NY,11223,BLACK CAR BASE,40.6032263,-73.978986,12/04/2023,18:00:12,"(40.6032263, -73.978986)"
B80164,"TRANSXPRESS SERVICES,INC",7188999348,No,34-52,60TH STREET,WOODSIDE,NY,11377,COMMUTER VAN AUTHORITY BASE,40.750472,-73.902523,12/04/2023,18:00:12,"(40.750472, -73.902523)"
B00652,RESCUE C/S INC,7183630200,No,264,TROY AVENUE  1FL,BROOKLYN,NY,11213,LIVERY BASE,40.672213,-73.93892,12/04/2023,18:00:12,"(40.672213, -73.93892)"
B03536,AFY GROUP INC,8006590715,No,353,WEST 48TH SREET  4TH FL,NEW YORK,NY,10036,BLACK CAR BASE,40.7620546,-73.9888515,12/04/2023,18:00:12,"(40.7620546, -73.9888515)"
B02969,LYFE AUTO GROUP INC,7187066234,No,32-10,GREENPOINT AVENUE,LIC,NY,11101,BLACK CAR BASE,40.734944,-73.935733,12/04/2023,18:00:12,"(40.734944, -73.935733)"
B03316,BLADE URBAN GROUND MOBILITY LLC.,9143375500,No,39,EDGEWOOD LANE,BRONXVILLE,NY,10708,BLACK CAR BASE,40.9419277,-73.8186845,12/04/2023,18:00:12,"(40.9419277, -73.8186845)"
B03351,CARTEL NEW YORK INC.,3472730304,No,162-13,46TH AVENUE  #3B,FLUSHING,NY,11358,BLACK CAR BASE,40.7489309,-73.7568201,12/04/2023,18:00:12,"(40.7489309, -73.7568201)"
B00623,MANHATTAN INT'L LIMO NETWORK LLC,7187770890,No,24-59,47 STREET,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.741147,-73.942306,12/04/2023,18:00:12,"(40.741147, -73.942306)"
B03192,PERFECTION CAR SERVICE INC,9293435305,No,3673,BRONXWOOD AVENUE,BRONX,NY,10469,BLACK CAR BASE,40.8793217,-73.8586597,12/04/2023,18:00:12,"(40.8793217, -73.8586597)"
B02532,COZY RIDE LIMOUSINE INC,7183595000,No,36-22A,UNION STREET  SUITE #3R,FLUSHING,NY,11354,BLACK CAR BASE,40.763441,-73.828039,12/04/2023,18:00:12,"(40.763441, -73.828039)"
B02219,ALL QUEENS CAR & LIMOUSINE INC.,7183921234,Yes,46-17,VERNON BOULEVARD,LIC,NY,11101,LIVERY BASE,40.74628,-73.95263,12/04/2023,18:00:12,"(40.74628, -73.95263)"
B03508,ALLCOMFORT NY CORP,6463795539,No,130,CHARLES ST,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.7277021,-73.6946438,12/04/2023,18:00:12,"(40.7277021, -73.6946438)"
B03382,ALONG CAR SERVICE CORP.,8337525664,No,1161,INTERVALE AVE,BRONX,NY,10459,LIVERY BASE,40.8165858,-73.8908315,12/04/2023,18:00:12,"(40.8165858, -73.8908315)"
B02311,FAST CITY CAR & LIMO SVC INC.,7182820973,No,3616,CHURCH AVENUE,BROOKLYN,NY,11203,LIVERY BASE,40.650862,-73.943113,12/04/2023,18:00:12,"(40.650862, -73.943113)"
B03120,ABIX TRANSPORTATION CORP,7186842224,No,7,SKYLINE DRIVE,HAWTHORNE,NY,10532,BLACK CAR BASE,41.0904852,-73.813189,12/04/2023,18:00:12,"(41.0904852, -73.813189)"
B02926,SAI EXECUTIVE LIMO CORP,6469200000,No,4,DORIS RD,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.754119,-73.526293,12/04/2023,18:00:12,"(40.754119, -73.526293)"
B03128,RIDE SMART CORP.,9146990785,No,8,E PROSPECT AVENUE  STE#C,MOUNT VERNON,NY,10550,BLACK CAR BASE,40.912586,-73.8367978,12/04/2023,18:00:12,"(40.912586, -73.8367978)"
B01300,KENNEDY RAD DISP INC,2122348000,No,3696,BROADWAY,NEW YORK,NY,10031,LIVERY BASE,40.831241,-73.94661,12/04/2023,18:00:12,"(40.831241, -73.94661)"
B01710,"79 MASADA III, INC.",7183361515,No,2300,WEST    7 STREET  2ND FL,BROOKLYN,NY,11223,LIVERY BASE,40.617982,-73.958074,12/04/2023,18:00:12,"(40.617982, -73.958074)"
B03342,GLOBAL EXECUTIVE LIMOUSINE CORP,6466786285,No,1225,FRANKLIN AVE  325,GARDEN CITY,NY,11530,BLACK CAR BASE,40.7340743,-73.6354595,12/04/2023,18:00:12,"(40.7340743, -73.6354595)"
B03516,ZZAMAN GROUP INC,3477924682,No,80,W SUNRISE HWAY,VALLEY STREAM,NY,11581,LUXURY/LIMOUSINE,40.6600941,-73.7040494,12/04/2023,18:00:12,"(40.6600941, -73.7040494)"
B01061,DAT RADIO DISP INC,7183288888,No,650,SOUNDVIEW AVENUE,BRONX,NY,10473,LIVERY BASE,40.818455,-73.862707,12/04/2023,18:00:12,"(40.818455, -73.862707)"
B01057,NEW AMERICAN C/L SVC,7189727979,No,221,DITMAS AVENUE,BROOKLYN,NY,11218,LIVERY BASE,40.635927,-73.976186,12/04/2023,18:00:12,"(40.635927, -73.976186)"
B02050,"MAZIN  CAR & LIMO SVC., LLC",7188450577,No,125-01,LIBERTY AVENUE,RICHMOND HILL,NY,11419,LIVERY BASE,40.688403,-73.819306,12/04/2023,18:00:12,"(40.688403, -73.819306)"
B00900,BIG Q CAR SVC. INC.,7188464500,No,86-29,102 STREET,RICHMOND HILL,NY,11418,LIVERY BASE,40.695478,-73.84531,12/04/2023,18:00:12,"(40.695478, -73.84531)"
B00280,FLEET RADIO DISPATCH CORP.,7186517300,No,55,NORTH CENTRAL AVENUE,VALLEY STREAM,NY,11580,BLACK CAR BASE,40.749922,-73.903309,12/04/2023,18:00:12,"(40.749922, -73.903309)"
B03326,RESQ RIDE CORP.,8443477377,No,514,UNION AVE,MT. VERNON,NY,10550,BLACK CAR BASE,40.8996325,-73.8286138,12/04/2023,18:00:12,"(40.8996325, -73.8286138)"
B03194,"SUNNY DAY TRANSPORTATION,CORP",7184096281,No,1831,WOOD AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.8354271,-73.8653717,12/04/2023,18:00:12,"(40.8354271, -73.8653717)"
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,7184297071,No,32-60,81 STREET,EAST ELMHURST,NY,11370-2002,LIVERY BASE,40.755791,-73.88638,12/04/2023,18:00:12,"(40.755791, -73.88638)"
B03473,WELLNESS TRANSIT LLC,7183130291,No,15,EAST 21ST STREET,HUNTINGTON,NY,11746,BLACK CAR BASE,40.8331188,-73.4097437,12/04/2023,18:00:12,"(40.8331188, -73.4097437)"
B02331,"CHICO EXPRESS LIMO, INC.",7182367777,No,6318,14 AVENUE,BROOKLYN,NY,11219,BLACK CAR BASE,40.625609,-73.998684,12/04/2023,18:00:12,"(40.625609, -73.998684)"
B01970,GRAFE STREET SERVICE CORP.,2123430300,No,282,AVENUE U,BROOKLYN,NY,11223,LUXURY/LIMOUSINE,40.596741,-73.973733,12/04/2023,18:00:12,"(40.596741, -73.973733)"
B03477,FAWA SERVICE CORPORATION,9172617100,No,188,AUDUBON AVENUE,NEW YORK,NY,10033,BLACK CAR BASE,40.8446417,-73.9355678,12/04/2023,18:00:12,"(40.8446417, -73.9355678)"
B90701,CATHAY EXPRESS TRANSPORTATION INC,2123373333,No,98-51,QUEENS BOULEVARD  SUITE #2G,REGO PARK,NY,11374,PARATRANSIT BASE,40.728061,-73.856072,12/04/2023,18:00:12,"(40.728061, -73.856072)"
B03279,AMERIKANISCH SERVICES CORP.,3476726354,No,1460,BROADWAY,NEW YORK,NY,10036,BLACK CAR BASE,40.7550721,-73.986259,12/04/2023,18:00:12,"(40.7550721, -73.986259)"
B03040,ZYT EXPRESS CORP.,7188806342,No,208,42 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.6532337,-74.0121645,12/04/2023,18:00:12,"(40.6532337, -74.0121645)"
B02747,LEGEND LUXURY LIMO INC.,7187881234,No,209,25 STREET  2ND FLR,BROOKLYN,NY,11232,BLACK CAR BASE,40.681771,-73.98047,12/04/2023,18:00:12,"(40.681771, -73.98047)"
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",7182526363,No,1448,CONEY ISLAND AVENUE,BROOKLYN,NY,11230,LIVERY BASE,40.622131,-73.96493,12/04/2023,18:00:12,"(40.622131, -73.96493)"
B03043,NYM MEDICAL TRANSPORTATION INC.,5166884182,No,2809,WEBSTER AVENUE,BRONX,NY,10458,LIVERY BASE,40.8666816,-73.8850294,12/04/2023,18:00:12,"(40.8666816, -73.8850294)"
B02972,BLESSING TRANSPORTATION GROUP INC,9174737373,No,1890,RANDALL AVE,BRONX,NY,10473,BLACK CAR BASE,40.830852,-73.881796,12/04/2023,18:00:12,"(40.830852, -73.881796)"
